,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
0,0.8385492070247931,0.0,0.0,0.6892440199620231,0.0,0.8465812758850444,0.47541623710401426,0.0,0.8344291199057423,0.34065507728729927
1,0.0,0.3235299141781389,0.7239998741195626,0.02557898319516816,0.21546943274921126,0.8730171099410818,0.06917419050541718,0.20227718109066894,0.6305592343457384,0.09785700271645004
2,0.24095966228128052,0.1477463244379611,0.8326090130383855,0.6053436279442305,0.5595748419558734,0.8974069691923586,0.0,0.0,0.0,0.31119360246894445
3,0.17740947012118236,0.5465160450172301,0.30139837741718245,0.03397132133295089,0.16217072713718805,0.028483810549271515,0.41476435904619924,0.5021484526369852,0.527520175294209,0.15670929576291914
4,0.0,0.847569048102495,0.31137544216332114,0.0,0.6539313600171203,0.10374942457535163,0.444352196097495,0.0,0.0,0.5932377215654173
5,0.0,0.20644523241620039,0.5701204851150566,0.0,0.6881671175489188,0.0,0.08008950967116124,0.0,0.6935139235749692,0.8240292924366098
6,0.4634777312306678,0.6727733147291074,0.36994413205446797,0.2363365902687512,0.3027105691242712,0.16355503841381813,0.7997627427952397,0.25615088517374884,0.0,0.9020025994699015
7,0.9683597815096939,0.0,0.7622467650167147,0.8447917378659114,0.899857281849195,0.37929879267218747,0.5604553467327162,0.7379100536649891,0.0,0.0
8,0.9719508452598056,0.6409167746440754,0.2687007357542682,0.02003438407721514,0.12221158358536732,0.559786857071392,0.15837302052920021,0.37227965680990804,0.5862386720298944,0.0
9,0.0,0.7557912428853023,0.08775605576999612,0.0,0.7598069071003198,0.5200195462895237,0.8965098356138644,0.0,0.810125427718857,0.0
10,0.9859226589700177,0.15481575487173527,0.3089203495949695,0.33853507702272934,0.1290041750232589,0.0,0.6658493646001281,0.0,0.0,0.4810187798004618
11,0.0,0.6798040709591319,0.5762532950885922,0.6485270268242028,0.29315594225330177,0.4469862901414179,0.858925388530693,0.7510791939024363,0.09580535578688543,0.5393482048408798
12,0.4586579594923703,0.0,0.6373924979351349,0.9303666579015295,0.2871318371871433,0.5871328015842009,0.0,0.24550181102747182,0.3781946830810803,0.5229815151058326
13,0.0,0.022139953033871396,0.6264856399707573,0.9900872456327712,0.8059529683774829,0.8787501388344935,0.8999514039064263,0.9347989696734995,0.7819526169721519,0.4864466116910475
14,0.8939726684244292,0.30272937718970716,0.807662077665546,0.583435634710885,0.0,0.7761714920402237,0.35018940573084434,0.0,0.08384571800448104,0.0
15,0.7685751724093984,0.0,0.9376992661940918,0.8837620154580319,0.7343734786767738,0.9719245507023352,0.0,0.9006565507683997,0.6324722024114774,0.0
16,0.08140976502692443,0.0,0.639661984046541,0.8432620428217643,0.42483073664331117,0.0,0.0,0.04626191733999996,0.5699036966468424,0.8797980573119195
17,0.5327116220389853,0.4675438496937657,0.5846083595551583,0.39075298456700414,0.7116077276050291,0.7614856863300977,0.40733158984759243,0.5720546391813814,0.0,0.12418744315945685
18,0.840492508415747,0.7992380942034581,0.8064959461052452,0.6345349333661077,0.0,0.37014791835041694,0.9886755431457941,0.3753773538993198,0.8068713932688795,0.6918468799459682
19,0.6979717909236136,0.2255539966036243,0.8570971895598576,0.6597636404530838,0.042478766631800946,0.829695684417064,0.0,0.41813068297093114,0.5838898233720484,0.7588888501404466
20,0.8326832236200512,0.8363842356312257,0.8676416147202234,0.0,0.02031046783335122,0.46681090600405795,0.3794453868809514,0.28222859611811113,0.07118023631808623,0.29263768172217564
21,0.0,0.0,0.19958749580009838,0.5885860973492543,0.0,0.5765639634226069,0.32018621940405534,0.0524921839530299,0.3984076821640322,0.0
22,0.2411104476852185,0.8183152116542717,0.6474469237512481,0.1838732407209912,0.9108789048064437,0.30436778342955095,0.4531567443050265,0.0,0.7148106921312776,0.9242167622435459
23,0.4390414888211479,0.6737446300480178,0.28971791812753556,0.8664274028987562,0.16354568682413928,0.7304981461009182,0.4552643473751825,0.998899287046172,0.7938956551945168,0.6668362807612931
24,0.9380725967054112,0.411255187910329,0.2939227289715046,0.4161185444318599,0.9785783948593739,0.5569484186282629,0.0,0.0728992727091472,0.28536138599785466,0.7247042751485582
25,0.051993431411300306,0.04856665305929597,0.6025113635747287,0.20423862056986442,0.9974149326174252,0.805278785328412,0.5829529493645202,0.5100602285441437,0.6672186105934589,0.02047708336219789
26,0.5638033911116442,0.26689928809877184,0.0,0.7257710469577774,0.4410348058456205,0.37110609109953896,0.014957994593435497,0.0,0.8225178019983485,0.8981441706651572
27,0.9979620660956863,0.0011314751208701956,0.0,0.2882026938500388,0.5312680049608358,0.06641042037273281,0.2923910238477404,0.0,0.5773116331683574,0.2897376005288893
28,0.6754556180232505,0.0,0.10651163703180144,0.0,0.0026681680092862647,0.9960887272645123,0.0,0.8029663011085668,0.6218245645904158,0.3210134439286336
29,0.6259839139179536,0.6006672677056056,0.298039332094451,0.934236441072139,0.07973855742946134,0.0,0.18492601877281745,0.0,0.26162027729067383,0.4865666836079383
30,0.6162173962941392,0.906097449643783,0.7715888644678139,0.0,0.9658387750583302,0.4920817053884151,0.08843758733550244,0.21185890286408426,0.11479596699816408,0.4811881514751025
31,0.01838098977524205,0.12801606520343634,0.782034269884919,0.6013842227687309,0.056704651370046655,0.0,0.0,0.04440246560603034,0.26476717374475434,0.48701539170027297
32,0.6709389057627061,0.151243338146966,0.0,0.5876847503950108,0.5328903283915988,0.8081682471887758,0.6231473673359569,0.805857705334062,0.0,0.0
33,0.5797664574342731,0.9401218933105326,0.0,0.46997843465779443,0.0,0.8627885456713906,0.25403101779898596,0.13943832714997395,0.9611038749705365,0.0
34,0.8227639354673701,0.4139676984840541,0.575208293062801,0.8025645343486241,0.38250173068573434,0.8211420914972102,0.5127471418510093,0.17469935142089843,0.40039385438365227,0.538329329259823
35,0.10456286475434151,0.43020269646796994,0.528352122551236,0.4588069542690356,0.8945232369109726,0.5691509806545715,0.0,0.0,0.36355629386767285,0.40032148248727994
36,0.7847234151793583,0.9161491964470573,0.6364287437528491,0.0,0.0,0.5021811415391275,0.34983902550673174,0.9609041541289595,0.060912226871527086,0.06432369723328568
37,0.8521477478000117,0.5645714586071113,0.6823054628670612,0.533928440499101,0.0,0.25673777463281167,0.8500398549931936,0.23369071544309528,0.06179381074002077,0.8531453165585916
38,0.0,0.8320947360831149,0.6012360579589051,0.5112980243704885,0.9825789229922046,0.3562967155518567,0.0,0.4412458764311774,0.0,0.7495164151567807
39,0.856612336224926,0.6172910760526177,0.7019472001198067,0.6531871891578125,0.96146745905101,0.2834677219110062,0.18316952742829262,0.5097424500426206,0.9641762611311511,0.6384550706521437
40,0.8854073229335307,0.0,0.4973811444092764,0.0,0.03213086611593108,0.2597509361025758,0.24253947326579983,0.4151445038682877,0.07439762437194852,0.12155076073091053
41,0.4428501974752107,0.7246091935883172,0.15916473808865395,0.0,0.7190171545119348,0.1966007968148903,0.34643284897091586,0.0,0.0,0.9262081744006837
42,0.08776956376767453,0.7283861861007325,0.7787381569251641,0.0,0.822139209100103,0.8021443781024846,0.0,0.048338904178092945,0.6952789013674103,0.5979109922633324
43,0.9863629016968811,0.11432207180851417,0.0,0.9917788783346931,0.7215538825934612,0.0,0.44799545466886814,0.0,0.6476700027119756,0.18836823206706976
44,0.09468537472792282,0.30532589903326635,0.2093813334457727,0.5915993229167397,0.37572725706243604,0.03705199369349277,0.37346857198304895,0.7901658159309496,0.0,0.1082266467655486
45,0.39635617196747486,0.0,0.12874720287571306,0.10816938755075933,0.7558733593374654,0.033875464406750044,0.1058003594241399,0.0,0.46577019549792753,0.0
46,0.24987621016547767,0.20377603419106372,0.3716230103577677,0.11468931781075864,0.5335214309809838,0.5745745034730171,0.9383787370840609,0.4389087402062388,0.43325074269575037,0.45884133960278317
47,0.44721374079378506,0.25689780604456325,0.0,0.9844419535833683,0.36177000577298,0.0,0.0,0.32877428749259074,0.7283528374765619,0.9511462314054133
48,0.6771012763573646,0.0,0.0,0.11184594379763291,0.5623783803844021,0.6883738793859225,0.5904037256539062,0.6249162621860794,0.5313608316952668,0.0
49,0.8344228458443447,0.2442301170095842,0.0,0.43761562873835,0.6787882222602449,0.838971096674068,0.5569675337604484,0.1384426344655404,0.6918810461837497,0.49384919570810026
50,0.036207261487384956,0.0,0.0,0.7470084995969594,0.6969932340708007,0.1724463889738591,0.9023460564275866,0.33794557104529077,0.0,0.170130327383609
51,0.9968488878594198,0.7745503274736916,0.0,0.0,0.0060833109149592834,0.0,0.32540496232958716,0.9249769482350347,0.5788730435721895,0.7150763673777757
